1172,1,986.156,-0.5625,153.469,484.875,0.71306,1,1,1.0
1173,1,989.906,0.1875,149.812,487.5,0.790848,1,1,1.0
1174,1,985.406,-1.125,158.25,490.875,0.82398,1,1,1.0
1175,1,985.078,-0.65625,156.188,491.625,0.814377,1,1,1.0
1176,1,988.734,-0.09375,151.031,489,0.825901,1,1,1.0
1177,1,990.891,-0.84375,149.062,488.25,0.835505,1,1,1.0
1178,1,990.891,3.89062,151.594,480,0.850928,1,1,1.0
1179,1,986.766,4.96875,150,479.625,0.83461,1,1,1.0
1180,1,975.047,4.03125,144.75,483.375,0.891242,1,1,1.0
1181,1,960.047,5.10938,153.281,482.25,0.917639,1,1,1.0
1182,1,945.891,3.23438,153.469,487.5,0.916174,1,1,1.0
1183,1,935.625,1.64062,160.5,493.125,0.912333,1,1,1.0
1184,1,925.594,-0.28125,171,501.375,0.908971,1,1,1.0
1185,1,917.203,-2.4375,178.688,531,0.917614,1,1,1.0
1186,1,908.625,-1.59375,187.969,536.625,0.923377,1,1,1.0
1187,1,901.688,-2.0625,200.25,541.5,0.925777,1,1,1.0
1188,1,894.141,-1.875,220.875,544.875,0.931059,1,1,1.0
1189,1,888.703,-1.40625,229.312,547.5,0.93298,1,1,1.0
1190,1,883.125,-1.59375,234.75,549.75,0.93346,1,1,1.0
1191,1,881.438,-1.5,225.562,549.75,0.93202,1,1,1.0
1192,1,879.234,1.78125,215.25,544.5,0.932517,1,1,1.0
1193,1,878.109,2.85938,212.438,543.75,0.933477,1,1,1.0
1194,1,877.312,3.44531,207.375,543,0.932037,1,1,1.0
1195,1,877.266,3.53906,196.5,541.875,0.932037,1,1,1.0
1196,1,874.57,2.625,187.875,543,0.931077,1,1,1.0
1197,1,871.031,1.64062,180.562,546,0.925777,1,1,1.0
1198,1,867.422,2.90625,175.031,544.875,0.926738,1,1,1.0
1199,1,863.719,2.29688,172.875,547.125,0.925777,1,1,1.0
1200,1,858.188,1.6875,174.188,553.125,0.928197,1,1,1.0
1201,1,848.578,4.21875,179.625,561.375,0.925318,1,1,1.0
1202,1,836.906,2.8125,183,572.625,0.920015,1,1,1.0
1203,1,826.031,2.15625,188.812,584.625,0.915214,1,1,1.0
1204,1,823.266,0.75,185.531,593.625,0.914733,1,1,1.0
1205,1,821.812,-0.09375,178.219,608.625,0.917614,1,1,1.0
1206,1,819.375,-1.875,173.438,617.25,0.923857,1,1,1.0
1207,1,814.078,0.28125,172.688,619.125,0.924337,1,1,1.0
1208,1,807.984,-0.375,174.188,619.875,0.922416,1,1,1.0
1209,1,799.359,0.09375,177.094,619.125,0.923377,1,1,1.0
1210,1,792.281,5.08594,180.375,611.625,0.926278,1,1,1.0
1211,1,781.734,1.6875,186.844,619.125,0.927218,1,1,1.0
1212,1,774.844,1.78125,192.938,619.875,0.930579,1,1,1.0
1213,1,768.375,1.6875,198,617.625,0.929139,1,1,1.0
1214,1,760.945,0.75,205.875,618.75,0.93298,1,1,1.0
1215,1,754.734,1.875,212.812,617.625,0.934901,1,1,1.0
1216,1,749.133,1.59375,217.875,626.625,0.937302,1,1,1.0
1217,1,744.352,2.25,222.188,642,0.93346,1,1,1.0
1218,1,738.375,2.15625,225.938,665.625,0.929637,1,1,1.0
1219,1,737.812,1.40625,223.125,680.625,0.924817,1,1,1.0
1220,1,735.375,2.15625,222.938,693.75,0.925297,1,1,1.0
1221,1,734.25,1.82812,220.312,702.375,0.929139,1,1,1.0
1222,1,734.531,2.25,216.75,707.625,0.931059,1,1,1.0
1223,1,732.375,1.125,216.375,712.5,0.930579,1,1,1.0
1224,1,733.406,3.04688,212.062,712.5,0.93394,1,1,1.0
1225,1,733.031,4.59375,210.562,712.5,0.930579,1,1,1.0
1226,1,731.531,5.25,210.938,712.5,0.93298,1,1,1.0
1227,1,728.438,6.23438,213.75,709.5,0.93346,1,1,1.0
1228,1,725.531,8.4375,216.375,709.5,0.940663,1,1,1.0
1229,1,722.062,9.46875,218.438,709.5,0.941143,1,1,1.0
1230,1,719.625,9.46875,218.438,709.5,0.941623,1,1,1.0
1231,1,716.719,10.4531,218.438,705.375,0.941143,1,1,1.0
1232,1,711.656,10.3125,220.875,706.875,0.940663,1,1,1.0
1233,1,709.312,12.2344,218.812,717,0.935861,1,1,1.0
1234,1,706.406,14.3438,217.875,737.625,0.9325,1,1,1.0
1235,1,700.969,19.4062,219.75,754.5,0.929619,1,1,1.0
1236,1,697.547,25.3125,217.875,748.125,0.922416,1,1,1.0
1237,1,690.797,28.3125,220.312,754.5,0.925777,1,1,1.0
1238,1,683.109,30.5625,221.625,768,0.922896,1,1,1.0
1239,1,675.047,33.8438,222.188,771.75,0.914733,1,1,1.0
1240,1,667.781,37.125,222.188,778.5,0.912813,1,1,1.0
1241,1,659.203,38.5312,223.5,778.5,0.907051,1,1,1.0
1242,1,647.977,38.625,231.375,780.75,0.908971,1,1,1.0
1243,1,635.344,38.5312,241.875,783.75,0.910412,1,1,1.0
