248,1,-0.14,333.0,762.75,736.5,1,1,1.0
249,1,-0.28,320.81,788.25,749.25,1,1,1.0
250,1,-1.22,311.25,802.5,759.3699999999999,1,1,1.0
251,1,0.0,305.25,830.25,765.3699999999999,1,1,1.0
252,1,-0.38,302.44,846.76,767.6199999999999,1,1,1.0
253,1,55.31,298.88,795.0,769.5000000000001,1,1,1.0
254,1,105.94,294.19,788.25,775.5,1,1,1.0
255,1,148.69,288.0,664.8699999999999,781.5,1,1,1.0
256,1,199.88,278.25,661.12,791.25,1,1,1.0
257,1,235.69,265.69,681.3699999999999,805.5,1,1,1.0
258,1,276.56,249.94,651.0,819.75,1,1,1.0
259,1,308.06,233.06,630.75,836.25,1,1,1.0
260,1,328.03,216.19,619.13,853.5,1,1,1.0
261,1,359.91,195.19,585.3699999999999,874.5,1,1,1.0
262,1,378.28,174.66,571.5,893.2500000000001,1,1,1.0
263,1,402.38,160.88,544.12,907.5000000000001,1,1,1.0
264,1,420.98,151.31,529.88,915.0,1,1,1.0
265,1,435.66,146.81,521.25,921.0,1,1,1.0
266,1,455.81,143.91,512.6300000000001,925.5000000000001,1,1,1.0
267,1,474.19,144.28,500.61999999999995,925.5,1,1,1.0
268,1,488.53,147.28,495.38,921.0,1,1,1.0
269,1,500.62,150.75,486.38,917.25,1,1,1.0
270,1,513.28,153.66,476.63,913.5000000000001,1,1,1.0
271,1,523.1,155.44,468.75,913.5,1,1,1.0
272,1,545.44,153.28,445.5,917.25,1,1,1.0
273,1,558.94,148.78,434.25,923.25,1,1,1.0
274,1,567.19,143.34,426.3699999999999,929.9999999999999,1,1,1.0
275,1,570.0,136.88,418.5,936.0000000000001,1,1,1.0
276,1,595.08,128.72,385.87,944.25,1,1,1.0
277,1,609.05,115.78,378.0,957.0,1,1,1.0
278,1,618.52,103.55,373.12,967.5,1,1,1.0
279,1,629.2,93.66,364.68999999999994,977.2500000000001,1,1,1.0
280,1,635.53,86.48,364.13,986.25,1,1,1.0
281,1,646.5,82.88,357.19000000000005,989.2399999999999,1,1,1.0
282,1,654.66,81.0,354.0,991.5,1,1,1.0
283,1,663.19,80.25,347.25,991.5,1,1,1.0
284,1,671.25,83.02,354.94000000000005,987.75,1,1,1.0
285,1,681.09,84.98,353.63,986.25,1,1,1.0
286,1,689.06,85.08,378.75,983.9999999999999,1,1,1.0
